场地1,场地2,edge,日期,预测货量,线路能力,分流增加货量,调整后货量,线路负荷率
DC30,DC81,DC30->DC81,2023-01-07,0,359,0.0,0.0,0.0
DC30,DC9,DC30->DC9,2023-01-07,0,514,0.0,0.0,0.0
DC31,DC10,DC31->DC10,2023-01-07,464,4062,0.0,464.0,0.11422944362383063
DC31,DC12,DC31->DC12,2023-01-07,0,1123,0.0,0.0,0.0
DC31,DC14,DC31->DC14,2023-01-07,318,1943,0.0,318.0,0.16366443643849718
DC31,DC3,DC31->DC3,2023-01-07,0,226,0.0,0.0,0.0
DC31,DC32,DC31->DC32,2023-01-07,0,772,0.0,0.0,0.0
DC31,DC34,DC31->DC34,2023-01-07,0,2,0.0,0.0,0.0
DC31,DC35,DC31->DC35,2023-01-07,0,1919,0.0,0.0,0.0
DC31,DC37,DC31->DC37,2023-01-07,0,104,0.0,0.0,0.0
DC31,DC4,DC31->DC4,2023-01-07,1745,12492,0.0,1745.0,0.13968940121677872
DC31,DC40,DC31->DC40,2023-01-07,0,1485,0.0,0.0,0.0
DC31,DC62,DC31->DC62,2023-01-07,702,3415,129.0,831.0,0.24333821376281112
DC31,DC64,DC31->DC64,2023-01-07,0,5932,0.0,0.0,0.0
DC31,DC65,DC31->DC65,2023-01-07,0,1525,0.0,0.0,0.0
DC31,DC70,DC31->DC70,2023-01-07,1,5105,0.0,1.0,0.0001958863858961802
DC31,DC76,DC31->DC76,2023-01-07,0,4,0.0,0.0,0.0
DC31,DC8,DC31->DC8,2023-01-07,11,16148,0.0,11.0,0.0006811989100817438
DC31,DC9,DC31->DC9,2023-01-07,0,781,0.0,0.0,0.0
DC32,DC10,DC32->DC10,2023-01-07,0,5,0.0,0.0,0.0
DC32,DC12,DC32->DC12,2023-01-07,0,11,0.0,0.0,0.0
DC32,DC14,DC32->DC14,2023-01-07,0,13,0.0,0.0,0.0
DC32,DC35,DC32->DC35,2023-01-07,0,23,0.0,0.0,0.0
DC32,DC40,DC32->DC40,2023-01-07,0,1323,0.0,0.0,0.0
DC32,DC70,DC32->DC70,2023-01-07,0,51,0.0,0.0,0.0
DC33,DC10,DC33->DC10,2023-01-07,0,513,0.0,0.0,0.0
DC33,DC14,DC33->DC14,2023-01-07,0,479,0.0,0.0,0.0
DC33,DC3,DC33->DC3,2023-01-07,0,42,0.0,0.0,0.0
DC33,DC4,DC33->DC4,2023-01-07,0,1631,0.0,0.0,0.0
DC33,DC62,DC33->DC62,2023-01-07,0,424,0.0,0.0,0.0
DC33,DC65,DC33->DC65,2023-01-07,0,1,0.0,0.0,0.0
DC33,DC8,DC33->DC8,2023-01-07,0,476,0.0,0.0,0.0
DC33,DC9,DC33->DC9,2023-01-07,0,244,0.0,0.0,0.0
DC34,DC10,DC34->DC10,2023-01-07,48,504,0.0,48.0,0.09523809523809523
DC34,DC12,DC34->DC12,2023-01-07,0,3608,0.0,0.0,0.0
DC34,DC14,DC34->DC14,2023-01-07,78,869,0.0,78.0,0.08975834292289989
DC34,DC3,DC34->DC3,2023-01-07,0,85,0.0,0.0,0.0
DC34,DC30,DC34->DC30,2023-01-07,0,1,0.0,0.0,0.0
DC34,DC32,DC34->DC32,2023-01-07,0,410,19.0,19.0,0.046341463414634146
DC34,DC35,DC34->DC35,2023-01-07,493,1981,0.0,493.0,0.24886420999495204
DC34,DC4,DC34->DC4,2023-01-07,2,309,0.0,2.0,0.006472491909385114
DC34,DC40,DC34->DC40,2023-01-07,0,972,0.0,0.0,0.0
DC34,DC62,DC34->DC62,2023-01-07,81,507,0.0,81.0,0.15976331360946747
DC34,DC64,DC34->DC64,2023-01-07,0,2,0.0,0.0,0.0
DC34,DC67,DC34->DC67,2023-01-07,0,12,0.0,0.0,0.0
DC34,DC70,DC34->DC70,2023-01-07,761,6013,0.0,761.0,0.12655912190254448
DC34,DC8,DC34->DC8,2023-01-07,118,1935,0.0,118.0,0.06098191214470284
DC34,DC9,DC34->DC9,2023-01-07,0,438,0.0,0.0,0.0
DC35,DC10,DC35->DC10,2023-01-07,0,35,0.0,0.0,0.0
DC35,DC12,DC35->DC12,2023-01-07,0,1655,0.0,0.0,0.0
DC35,DC14,DC35->DC14,2023-01-07,0,29,0.0,0.0,0.0
DC35,DC17,DC35->DC17,2023-01-07,0,74,0.0,0.0,0.0
DC35,DC23,DC35->DC23,2023-01-07,0,109,0.0,0.0,0.0
DC35,DC3,DC35->DC3,2023-01-07,0,15,0.0,0.0,0.0
DC35,DC30,DC35->DC30,2023-01-07,0,19,0.0,0.0,0.0
DC35,DC32,DC35->DC32,2023-01-07,0,1564,0.0,0.0,0.0
DC35,DC34,DC35->DC34,2023-01-07,0,3,0.0,0.0,0.0
DC35,DC36,DC35->DC36,2023-01-07,0,1,0.0,0.0,0.0
DC35,DC4,DC35->DC4,2023-01-07,0,34,0.0,0.0,0.0
DC35,DC40,DC35->DC40,2023-01-07,0,1700,0.0,0.0,0.0
DC35,DC62,DC35->DC62,2023-01-07,0,143,0.0,0.0,0.0
DC35,DC67,DC35->DC67,2023-01-07,0,30,0.0,0.0,0.0
DC35,DC70,DC35->DC70,2023-01-07,16,3185,0.0,16.0,0.005023547880690738
DC35,DC8,DC35->DC8,2023-01-07,0,50,0.0,0.0,0.0
DC35,DC9,DC35->DC9,2023-01-07,0,52,0.0,0.0,0.0
DC36,DC10,DC36->DC10,2023-01-07,21734,251835,0.0,21734.0,0.0863025393610896
DC36,DC12,DC36->DC12,2023-01-07,0,3646,0.0,0.0,0.0
DC36,DC14,DC36->DC14,2023-01-07,13512,54215,0.0,13512.0,0.249229917919395
DC36,DC20,DC36->DC20,2023-01-07,0,7,0.0,0.0,0.0
DC36,DC23,DC36->DC23,2023-01-07,0,2,0.0,0.0,0.0
DC36,DC29,DC36->DC29,2023-01-07,0,86,0.0,0.0,0.0
DC36,DC3,DC36->DC3,2023-01-07,2,60870,0.0,2.0,3.285690816494168e-05
DC36,DC32,DC36->DC32,2023-01-07,0,450,0.0,0.0,0.0
DC36,DC33,DC36->DC33,2023-01-07,0,12,0.0,0.0,0.0
DC36,DC34,DC36->DC34,2023-01-07,0,6,0.0,0.0,0.0
DC36,DC35,DC36->DC35,2023-01-07,577,15980,0.0,577.0,0.036107634543178974
DC36,DC4,DC36->DC4,2023-01-07,50769,243230,0.0,50769.0,0.2087283640998232
DC36,DC40,DC36->DC40,2023-01-07,0,5003,0.0,0.0,0.0
DC36,DC62,DC36->DC62,2023-01-07,18077,61633,7526.0,25603.0,0.41541057550338295
DC36,DC64,DC36->DC64,2023-01-07,0,101881,0.0,0.0,0.0
DC36,DC65,DC36->DC65,2023-01-07,0,57714,0.0,0.0,0.0
DC36,DC70,DC36->DC70,2023-01-07,845,5527,0.0,845.0,0.15288583318255836
DC36,DC8,DC36->DC8,2023-01-07,173,53861,0.0,173.0,0.0032119715564137316
DC36,DC81,DC36->DC81,2023-01-07,0,431,0.0,0.0,0.0
DC36,DC9,DC36->DC9,2023-01-07,0,969,0.0,0.0,0.0
DC37,DC10,DC37->DC10,2023-01-07,0,2367,0.0,0.0,0.0
DC37,DC14,DC37->DC14,2023-01-07,0,2216,0.0,0.0,0.0
DC37,DC3,DC37->DC3,2023-01-07,0,945,0.0,0.0,0.0
DC37,DC4,DC37->DC4,2023-01-07,0,769,0.0,0.0,0.0
DC37,DC54,DC37->DC54,2023-01-07,0,28,0.0,0.0,0.0
DC37,DC62,DC37->DC62,2023-01-07,0,4,0.0,0.0,0.0
DC37,DC8,DC37->DC8,2023-01-07,0,10,0.0,0.0,0.0
DC37,DC9,DC37->DC9,2023-01-07,0,352,0.0,0.0,0.0
DC38,DC10,DC38->DC10,2023-01-07,5397,63516,0.0,5397.0,0.0849707160400529
DC38,DC12,DC38->DC12,2023-01-07,0,6643,0.0,0.0,0.0
DC38,DC14,DC38->DC14,2023-01-07,4770,31801,0.0,4770.0,0.149995283167196
DC38,DC22,DC38->DC22,2023-01-07,0,1,0.0,0.0,0.0
DC38,DC3,DC38->DC3,2023-01-07,0,11462,0.0,0.0,0.0
DC38,DC32,DC38->DC32,2023-01-07,0,488,0.0,0.0,0.0
DC38,DC34,DC38->DC34,2023-01-07,0,3,0.0,0.0,0.0
DC38,DC35,DC38->DC35,2023-01-07,492,7910,0.0,492.0,0.06219974715549937
DC38,DC4,DC38->DC4,2023-01-07,12858,100451,0.0,12858.0,0.12800270778787667
DC38,DC40,DC38->DC40,2023-01-07,0,3901,0.0,0.0,0.0
DC38,DC62,DC38->DC62,2023-01-07,5380,31191,0.0,5380.0,0.17248565291269918
DC38,DC64,DC38->DC64,2023-01-07,0,14273,0.0,0.0,0.0
DC38,DC65,DC38->DC65,2023-01-07,0,9942,0.0,0.0,0.0
DC38,DC70,DC38->DC70,2023-01-07,890,13545,0.0,890.0,0.06570690291620525
DC38,DC8,DC38->DC8,2023-01-07,73,14035,2745.0,2818.0,0.20078375489846811
DC38,DC81,DC38->DC81,2023-01-07,0,609,0.0,0.0,0.0
DC38,DC9,DC38->DC9,2023-01-07,0,794,0.0,0.0,0.0
DC39,DC10,DC39->DC10,2023-01-07,0,15,0.0,0.0,0.0
DC39,DC14,DC39->DC14,2023-01-07,0,3,0.0,0.0,0.0
DC39,DC4,DC39->DC4,2023-01-07,0,4,0.0,0.0,0.0
DC39,DC8,DC39->DC8,2023-01-07,0,10,0.0,0.0,0.0
DC39,DC9,DC39->DC9,2023-01-07,0,4,0.0,0.0,0.0
DC4,DC10,DC4->DC10,2023-01-07,33,12360,0.0,33.0,0.002669902912621359
DC4,DC14,DC4->DC14,2023-01-07,46,5983,0.0,46.0,0.007688450610061842
DC4,DC17,DC4->DC17,2023-01-07,0,14,0.0,0.0,0.0
DC4,DC19,DC4->DC19,2023-01-07,0,8,0.0,0.0,0.0
DC4,DC20,DC4->DC20,2023-01-07,0,14,0.0,0.0,0.0
DC4,DC21,DC4->DC21,2023-01-07,0,68,0.0,0.0,0.0
DC4,DC22,DC4->DC22,2023-01-07,0,9,0.0,0.0,0.0
DC4,DC23,DC4->DC23,2023-01-07,0,3519,0.0,0.0,0.0
DC4,DC3,DC4->DC3,2023-01-07,0,4087,0.0,0.0,0.0
DC4,DC30,DC4->DC30,2023-01-07,0,174,0.0,0.0,0.0
DC4,DC34,DC4->DC34,2023-01-07,0,4,0.0,0.0,0.0
DC4,DC35,DC4->DC35,2023-01-07,0,90,0.0,0.0,0.0
DC4,DC36,DC4->DC36,2023-01-07,0,12,0.0,0.0,0.0
DC4,DC38,DC4->DC38,2023-01-07,0,14,0.0,0.0,0.0
DC4,DC40,DC4->DC40,2023-01-07,0,2,0.0,0.0,0.0
DC4,DC62,DC4->DC62,2023-01-07,38,7857,0.0,38.0,0.004836451571846761
DC4,DC64,DC4->DC64,2023-01-07,0,13,0.0,0.0,0.0
DC4,DC65,DC4->DC65,2023-01-07,0,1,0.0,0.0,0.0
DC4,DC70,DC4->DC70,2023-01-07,0,40,14.0,14.0,0.35
DC4,DC8,DC4->DC8,2023-01-07,71,27330,0.0,71.0,0.0025978777899743873
DC4,DC9,DC4->DC9,2023-01-07,0,9,0.0,0.0,0.0
DC40,DC10,DC40->DC10,2023-01-07,9,241,0.0,9.0,0.03734439834024896
DC40,DC12,DC40->DC12,2023-01-07,0,31454,0.0,0.0,0.0
DC40,DC14,DC40->DC14,2023-01-07,11,131,0.0,11.0,0.08396946564885496
DC40,DC21,DC40->DC21,2023-01-07,0,68,0.0,0.0,0.0
DC40,DC22,DC40->DC22,2023-01-07,0,28,0.0,0.0,0.0
DC40,DC3,DC40->DC3,2023-01-07,0,116,0.0,0.0,0.0
DC40,DC30,DC40->DC30,2023-01-07,0,7,0.0,0.0,0.0
DC40,DC32,DC40->DC32,2023-01-07,0,1854,0.0,0.0,0.0
DC40,DC34,DC40->DC34,2023-01-07,0,2,0.0,0.0,0.0
DC40,DC35,DC40->DC35,2023-01-07,1769,12275,0.0,1769.0,0.14411405295315682
DC40,DC4,DC40->DC4,2023-01-07,17,239,0.0,17.0,0.07112970711297072
DC40,DC62,DC40->DC62,2023-01-07,15,238,0.0,15.0,0.06302521008403361
DC40,DC67,DC40->DC67,2023-01-07,0,3,0.0,0.0,0.0
DC40,DC70,DC40->DC70,2023-01-07,3238,16173,0.0,3238.0,0.20021022692141224
DC40,DC8,DC40->DC8,2023-01-07,0,248,6.0,6.0,0.024193548387096774
DC40,DC9,DC40->DC9,2023-01-07,0,639,0.0,0.0,0.0
DC41,DC10,DC41->DC10,2023-01-07,0,12794,0.0,0.0,0.0
DC41,DC12,DC41->DC12,2023-01-07,0,1936,0.0,0.0,0.0
DC41,DC14,DC41->DC14,2023-01-07,0,4274,0.0,0.0,0.0
DC41,DC29,DC41->DC29,2023-01-07,0,187,0.0,0.0,0.0
DC41,DC3,DC41->DC3,2023-01-07,0,3997,0.0,0.0,0.0
DC41,DC35,DC41->DC35,2023-01-07,0,2033,0.0,0.0,0.0
DC41,DC40,DC41->DC40,2023-01-07,0,264,0.0,0.0,0.0
DC41,DC81,DC41->DC81,2023-01-07,0,50,0.0,0.0,0.0
DC41,DC9,DC41->DC9,2023-01-07,0,29520,0.0,0.0,0.0
DC42,DC10,DC42->DC10,2023-01-07,1270,7970,0.0,1270.0,0.15934755332496864
DC42,DC12,DC42->DC12,2023-01-07,0,3509,0.0,0.0,0.0
DC42,DC14,DC42->DC14,2023-01-07,1222,6875,0.0,1222.0,0.17774545454545454
DC42,DC29,DC42->DC29,2023-01-07,0,6,0.0,0.0,0.0
DC42,DC3,DC42->DC3,2023-01-07,0,2990,0.0,0.0,0.0
DC42,DC32,DC42->DC32,2023-01-07,0,120,0.0,0.0,0.0
DC42,DC34,DC42->DC34,2023-01-07,0,12,0.0,0.0,0.0
DC42,DC35,DC42->DC35,2023-01-07,17,1812,0.0,17.0,0.009381898454746136
DC42,DC4,DC42->DC4,2023-01-07,8,3542,0.0,8.0,0.002258610954263128
DC42,DC40,DC42->DC40,2023-01-07,0,1186,0.0,0.0,0.0
DC42,DC62,DC42->DC62,2023-01-07,1452,6042,375.0,1827.0,0.30238331678252234
DC42,DC65,DC42->DC65,2023-01-07,0,232,0.0,0.0,0.0
DC42,DC70,DC42->DC70,2023-01-07,29,3112,0.0,29.0,0.009318766066838046
DC42,DC8,DC42->DC8,2023-01-07,3974,28457,0.0,3974.0,0.1396492954281899
DC42,DC81,DC42->DC81,2023-01-07,0,15,0.0,0.0,0.0
DC42,DC9,DC42->DC9,2023-01-07,0,15464,0.0,0.0,0.0
DC43,DC10,DC43->DC10,2023-01-07,1795,14094,0.0,1795.0,0.12735915992620975
DC43,DC12,DC43->DC12,2023-01-07,0,1601,0.0,0.0,0.0
DC43,DC14,DC43->DC14,2023-01-07,1768,15629,0.0,1768.0,0.11312304050163158
DC43,DC29,DC43->DC29,2023-01-07,0,174,0.0,0.0,0.0
DC43,DC3,DC43->DC3,2023-01-07,0,8061,0.0,0.0,0.0
DC43,DC34,DC43->DC34,2023-01-07,0,2,0.0,0.0,0.0
DC43,DC35,DC43->DC35,2023-01-07,13,5598,0.0,13.0,0.0023222579492675954
DC43,DC4,DC43->DC4,2023-01-07,9,3915,0.0,9.0,0.0022988505747126436
DC43,DC40,DC43->DC40,2023-01-07,0,195,0.0,0.0,0.0
DC43,DC45,DC43->DC45,2023-01-07,0,4,0.0,0.0,0.0
DC43,DC62,DC43->DC62,2023-01-07,1698,15976,850.0,2548.0,0.15948923385077615
DC43,DC64,DC43->DC64,2023-01-07,0,461,0.0,0.0,0.0
DC43,DC65,DC43->DC65,2023-01-07,0,824,0.0,0.0,0.0
DC43,DC70,DC43->DC70,2023-01-07,5,981,0.0,5.0,0.0050968399592252805
DC43,DC8,DC43->DC8,2023-01-07,5248,44075,0.0,5248.0,0.11906976744186047
DC43,DC9,DC43->DC9,2023-01-07,0,27588,0.0,0.0,0.0
DC44,DC10,DC44->DC10,2023-01-07,4974,30393,0.0,4974.0,0.1636561050241832
DC44,DC12,DC44->DC12,2023-01-07,0,4076,0.0,0.0,0.0
DC44,DC14,DC44->DC14,2023-01-07,3906,31896,2809.0,6715.0,0.21052796588913972
DC44,DC29,DC44->DC29,2023-01-07,0,42,0.0,0.0,0.0
DC44,DC3,DC44->DC3,2023-01-07,0,31563,0.0,0.0,0.0
DC44,DC32,DC44->DC32,2023-01-07,0,42,0.0,0.0,0.0
DC44,DC34,DC44->DC34,2023-01-07,0,13,0.0,0.0,0.0
DC44,DC35,DC44->DC35,2023-01-07,236,10252,0.0,236.0,0.02301989855637924
DC44,DC4,DC44->DC4,2023-01-07,20,15640,0.0,20.0,0.0012787723785166241
DC44,DC40,DC44->DC40,2023-01-07,0,3999,0.0,0.0,0.0
DC44,DC62,DC44->DC62,2023-01-07,5632,28498,0.0,5632.0,0.19762790371254124
DC44,DC64,DC44->DC64,2023-01-07,0,37,0.0,0.0,0.0
DC44,DC65,DC44->DC65,2023-01-07,0,792,0.0,0.0,0.0
DC44,DC70,DC44->DC70,2023-01-07,527,7843,0.0,527.0,0.06719367588932806
DC44,DC8,DC44->DC8,2023-01-07,22042,192275,0.0,22042.0,0.11463788844103498
DC44,DC81,DC44->DC81,2023-01-07,0,401,0.0,0.0,0.0
DC44,DC9,DC44->DC9,2023-01-07,0,124459,0.0,0.0,0.0
DC45,DC10,DC45->DC10,2023-01-07,0,106,0.0,0.0,0.0
DC45,DC12,DC45->DC12,2023-01-07,0,1568,0.0,0.0,0.0
DC45,DC14,DC45->DC14,2023-01-07,0,5569,0.0,0.0,0.0
DC45,DC29,DC45->DC29,2023-01-07,0,15,0.0,0.0,0.0
DC45,DC3,DC45->DC3,2023-01-07,0,5242,0.0,0.0,0.0
DC45,DC35,DC45->DC35,2023-01-07,0,11042,0.0,0.0,0.0
DC45,DC4,DC45->DC4,2023-01-07,0,3684,0.0,0.0,0.0
DC45,DC8,DC45->DC8,2023-01-07,0,4054,0.0,0.0,0.0
DC45,DC81,DC45->DC81,2023-01-07,0,447,0.0,0.0,0.0
DC45,DC9,DC45->DC9,2023-01-07,0,20473,0.0,0.0,0.0
DC46,DC10,DC46->DC10,2023-01-07,1855,20616,0.0,1855.0,0.08997865735351183
DC46,DC12,DC46->DC12,2023-01-07,0,8128,0.0,0.0,0.0
DC46,DC13,DC46->DC13,2023-01-07,0,3,0.0,0.0,0.0
DC46,DC14,DC46->DC14,2023-01-07,1762,7004,0.0,1762.0,0.2515705311250714
DC46,DC29,DC46->DC29,2023-01-07,0,60,0.0,0.0,0.0
DC46,DC3,DC46->DC3,2023-01-07,0,13926,872.0,872.0,0.06261668820910526
DC46,DC32,DC46->DC32,2023-01-07,0,504,0.0,0.0,0.0
DC46,DC34,DC46->DC34,2023-01-07,0,6,0.0,0.0,0.0
DC46,DC35,DC46->DC35,2023-01-07,634,11814,0.0,634.0,0.05366514305061791
DC46,DC4,DC46->DC4,2023-01-07,4,12927,0.0,4.0,0.00030942987545447514
DC46,DC40,DC46->DC40,2023-01-07,0,2387,0.0,0.0,0.0
DC46,DC52,DC46->DC52,2023-01-07,0,49,0.0,0.0,0.0
DC46,DC62,DC46->DC62,2023-01-07,1952,15091,0.0,1952.0,0.12934861838181697
DC46,DC64,DC46->DC64,2023-01-07,0,8,0.0,0.0,0.0
DC46,DC65,DC46->DC65,2023-01-07,0,796,0.0,0.0,0.0
DC46,DC70,DC46->DC70,2023-01-07,1261,12023,0.0,1261.0,0.10488230890792648
DC46,DC8,DC46->DC8,2023-01-07,7320,60686,0.0,7320.0,0.1206209010315394
DC46,DC81,DC46->DC81,2023-01-07,0,1751,0.0,0.0,0.0
DC46,DC9,DC46->DC9,2023-01-07,0,37361,0.0,0.0,0.0
DC47,DC10,DC47->DC10,2023-01-07,3438,20874,0.0,3438.0,0.1647025007185973
DC47,DC12,DC47->DC12,2023-01-07,0,71112,0.0,0.0,0.0
DC47,DC14,DC47->DC14,2023-01-07,3004,64007,1713.0,4717.0,0.07369506460230912
DC47,DC29,DC47->DC29,2023-01-07,0,628,0.0,0.0,0.0
DC47,DC3,DC47->DC3,2023-01-07,0,14104,0.0,0.0,0.0
DC47,DC34,DC47->DC34,2023-01-07,0,2,0.0,0.0,0.0
DC47,DC35,DC47->DC35,2023-01-07,26,130449,0.0,26.0,0.00019931160836802122
DC47,DC4,DC47->DC4,2023-01-07,11,9400,0.0,11.0,0.001170212765957447
DC47,DC40,DC47->DC40,2023-01-07,0,28631,0.0,0.0,0.0
DC47,DC62,DC47->DC62,2023-01-07,3339,32160,0.0,3339.0,0.10382462686567165
DC47,DC64,DC47->DC64,2023-01-07,0,231,0.0,0.0,0.0
DC47,DC65,DC47->DC65,2023-01-07,0,1648,0.0,0.0,0.0
DC47,DC70,DC47->DC70,2023-01-07,25,51136,0.0,25.0,0.000488892365456821
DC47,DC8,DC47->DC8,2023-01-07,6480,59443,0.0,6480.0,0.10901199468398297
DC47,DC81,DC47->DC81,2023-01-07,0,4412,0.0,0.0,0.0
DC47,DC9,DC47->DC9,2023-01-07,0,65326,0.0,0.0,0.0
DC48,DC10,DC48->DC10,2023-01-07,3007,16358,0.0,3007.0,0.18382442841423158
DC48,DC12,DC48->DC12,2023-01-07,0,1330,0.0,0.0,0.0
DC48,DC14,DC48->DC14,2023-01-07,2282,12446,0.0,2282.0,0.18335208098987626
DC48,DC29,DC48->DC29,2023-01-07,0,66,0.0,0.0,0.0
DC48,DC3,DC48->DC3,2023-01-07,0,7132,0.0,0.0,0.0
DC48,DC32,DC48->DC32,2023-01-07,0,44,0.0,0.0,0.0
DC48,DC34,DC48->DC34,2023-01-07,0,3,0.0,0.0,0.0
DC48,DC35,DC48->DC35,2023-01-07,6,4003,0.0,6.0,0.0014988758431176618
DC48,DC4,DC48->DC4,2023-01-07,6,6753,0.0,6.0,0.000888494002665482
DC48,DC40,DC48->DC40,2023-01-07,0,666,0.0,0.0,0.0
DC48,DC50,DC48->DC50,2023-01-07,0,77,0.0,0.0,0.0
DC48,DC62,DC48->DC62,2023-01-07,2738,13834,0.0,2738.0,0.1979181726181871
DC48,DC64,DC48->DC64,2023-01-07,0,42,0.0,0.0,0.0
DC48,DC65,DC48->DC65,2023-01-07,0,249,0.0,0.0,0.0
DC48,DC70,DC48->DC70,2023-01-07,54,2901,0.0,54.0,0.01861427094105481
DC48,DC8,DC48->DC8,2023-01-07,6507,64292,1224.0,7731.0,0.12024824239407703
DC48,DC9,DC48->DC9,2023-01-07,0,62978,0.0,0.0,0.0
DC49,DC10,DC49->DC10,2023-01-07,0,4070,0.0,0.0,0.0
DC49,DC12,DC49->DC12,2023-01-07,0,2142,0.0,0.0,0.0
DC49,DC14,DC49->DC14,2023-01-07,0,6173,0.0,0.0,0.0
DC49,DC3,DC49->DC3,2023-01-07,0,3615,0.0,0.0,0.0
DC49,DC35,DC49->DC35,2023-01-07,0,822,0.0,0.0,0.0
DC49,DC9,DC49->DC9,2023-01-07,0,27048,0.0,0.0,0.0
DC50,DC10,DC50->DC10,2023-01-07,1395,15886,0.0,1395.0,0.08781316882789877
DC50,DC12,DC50->DC12,2023-01-07,0,2750,0.0,0.0,0.0
DC50,DC14,DC50->DC14,2023-01-07,1131,12477,0.0,1131.0,0.09064679009377254
DC50,DC29,DC50->DC29,2023-01-07,0,65,0.0,0.0,0.0
DC50,DC3,DC50->DC3,2023-01-07,0,6919,0.0,0.0,0.0
DC50,DC32,DC50->DC32,2023-01-07,0,22,0.0,0.0,0.0
DC50,DC34,DC50->DC34,2023-01-07,0,3,0.0,0.0,0.0
DC50,DC35,DC50->DC35,2023-01-07,2,20381,0.0,2.0,9.813061184436484e-05
DC50,DC4,DC50->DC4,2023-01-07,3,4093,0.0,3.0,0.0007329587099926704
DC50,DC40,DC50->DC40,2023-01-07,0,322,0.0,0.0,0.0
DC50,DC48,DC50->DC48,2023-01-07,0,60,0.0,0.0,0.0
DC50,DC62,DC50->DC62,2023-01-07,1573,14039,0.0,1573.0,0.11204501745138543
DC50,DC64,DC50->DC64,2023-01-07,0,9,0.0,0.0,0.0
DC50,DC65,DC50->DC65,2023-01-07,0,135,0.0,0.0,0.0
DC50,DC70,DC50->DC70,2023-01-07,5,2353,0.0,5.0,0.0021249468763280916
DC50,DC8,DC50->DC8,2023-01-07,3813,33218,0.0,3813.0,0.11478716358600759
DC50,DC9,DC50->DC9,2023-01-07,0,21217,773.0,773.0,0.03643304897016544
DC51,DC10,DC51->DC10,2023-01-07,5741,73471,0.0,5741.0,0.07813967415715044
DC51,DC12,DC51->DC12,2023-01-07,0,15074,0.0,0.0,0.0
DC51,DC14,DC51->DC14,2023-01-07,5111,25068,0.0,5111.0,0.20388543162597733
DC51,DC29,DC51->DC29,2023-01-07,0,250,0.0,0.0,0.0
DC51,DC3,DC51->DC3,2023-01-07,0,49638,0.0,0.0,0.0
DC51,DC32,DC51->DC32,2023-01-07,0,344,0.0,0.0,0.0
DC51,DC34,DC51->DC34,2023-01-07,0,14,0.0,0.0,0.0
DC51,DC35,DC51->DC35,2023-01-07,186,22655,0.0,186.0,0.008210108143897594
DC51,DC4,DC51->DC4,2023-01-07,15,26361,0.0,15.0,0.0005690224194833276
DC51,DC40,DC51->DC40,2023-01-07,0,1519,0.0,0.0,0.0
DC51,DC62,DC51->DC62,2023-01-07,5908,27765,0.0,5908.0,0.21278588150549252
DC51,DC64,DC51->DC64,2023-01-07,0,485,0.0,0.0,0.0
DC51,DC65,DC51->DC65,2023-01-07,0,6931,0.0,0.0,0.0
DC51,DC70,DC51->DC70,2023-01-07,234,5702,0.0,234.0,0.04103823219922834
DC51,DC8,DC51->DC8,2023-01-07,21449,118955,3063.0,24512.0,0.20606111554789627
DC51,DC81,DC51->DC81,2023-01-07,0,16240,0.0,0.0,0.0
DC51,DC9,DC51->DC9,2023-01-07,0,261337,0.0,0.0,0.0
DC52,DC10,DC52->DC10,2023-01-07,63,498,49.0,112.0,0.2248995983935743
DC52,DC14,DC52->DC14,2023-01-07,39,438,0.0,39.0,0.08904109589041095
DC52,DC3,DC52->DC3,2023-01-07,0,216,0.0,0.0,0.0
DC52,DC35,DC52->DC35,2023-01-07,0,955,0.0,0.0,0.0
DC52,DC4,DC52->DC4,2023-01-07,0,219,0.0,0.0,0.0
DC52,DC40,DC52->DC40,2023-01-07,0,79,0.0,0.0,0.0
DC52,DC46,DC52->DC46,2023-01-07,0,10,0.0,0.0,0.0
DC52,DC62,DC52->DC62,2023-01-07,62,556,0.0,62.0,0.11151079136690648
DC52,DC64,DC52->DC64,2023-01-07,0,3,0.0,0.0,0.0
DC52,DC65,DC52->DC65,2023-01-07,0,14,0.0,0.0,0.0
DC52,DC70,DC52->DC70,2023-01-07,0,716,0.0,0.0,0.0
DC52,DC8,DC52->DC8,2023-01-07,188,3998,0.0,188.0,0.04702351175587794
DC52,DC9,DC52->DC9,2023-01-07,0,38,0.0,0.0,0.0
DC53,DC10,DC53->DC10,2023-01-07,735,3633,0.0,735.0,0.2023121387283237
DC53,DC14,DC53->DC14,2023-01-07,702,2714,332.0,1034.0,0.38098747236551217
DC53,DC25,DC53->DC25,2023-01-07,0,346,0.0,0.0,0.0
DC53,DC3,DC53->DC3,2023-01-07,0,11,0.0,0.0,0.0
DC53,DC33,DC53->DC33,2023-01-07,0,2,0.0,0.0,0.0
DC53,DC35,DC53->DC35,2023-01-07,0,50,0.0,0.0,0.0
DC53,DC4,DC53->DC4,2023-01-07,13,188,0.0,13.0,0.06914893617021277
DC53,DC62,DC53->DC62,2023-01-07,779,12817,0.0,779.0,0.06077865335101818
DC53,DC64,DC53->DC64,2023-01-07,0,1513,0.0,0.0,0.0
DC53,DC65,DC53->DC65,2023-01-07,0,675,0.0,0.0,0.0
DC53,DC70,DC53->DC70,2023-01-07,0,204,0.0,0.0,0.0
