方案,日期,原线路,需求类型,替代场地1,替代场地2,替代线路,分流货量
min_changed_plus_2,2023-01-11,DC69->DC5,入DC5,DC69,DC62,DC69->DC62,23
min_changed_plus_2,2023-01-11,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,196
min_changed_plus_2,2023-01-11,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,62
min_changed_plus_2,2023-01-11,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3627
min_changed_plus_2,2023-01-11,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8080
min_changed_plus_5,2023-01-11,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7536
min_changed_plus_5,2023-01-11,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15358
min_changed_plus_5,2023-01-11,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3220
min_changed_plus_5,2023-01-11,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8252
min_changed_plus_5,2023-01-11,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5272
min_changed_plus_5,2023-01-11,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5435
min_changed_plus_5,2023-01-11,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5465
min_changed_plus_5,2023-01-11,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7970
min_changed_plus_5,2023-01-11,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5287
min_changed_plus_5,2023-01-11,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1515
min_changed_plus_5,2023-01-11,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2819
min_changed_plus_5,2023-01-11,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2497
min_changed_plus_5,2023-01-11,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1707
min_changed_plus_5,2023-01-11,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,196
min_changed_plus_5,2023-01-11,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,15
min_changed_plus_5,2023-01-11,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7516
min_changed_plus_5,2023-01-11,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2723
min_changed_plus_5,2023-01-11,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,14
min_changed_plus_5,2023-01-11,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,9
min_changed_plus_5,2023-01-11,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,418
min_changed_plus_5,2023-01-11,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,860
min_changed_plus_5,2023-01-11,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3072
min_changed_plus_5,2023-01-11,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1133
min_changed_plus_5,2023-01-11,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1871
min_changed_plus_5,2023-01-11,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1372
min_changed_plus_5,2023-01-11,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,164
min_changed_plus_5,2023-01-11,DC5->DC14,出DC5,DC50,DC14,DC50->DC14,106
min_changed_plus_5,2023-01-11,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1918
min_changed_plus_5,2023-01-11,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,165
min_changed_plus_5,2023-01-11,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,2
min_changed_plus_5,2023-01-11,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_5,2023-01-11,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,837
min_changed_plus_5,2023-01-11,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3376
min_changed_plus_5,2023-01-11,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,45
min_changed_plus_5,2023-01-11,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,405
min_changed_plus_5,2023-01-11,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,44
min_changed_plus_5,2023-01-11,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,371
min_changed_plus_5,2023-01-11,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1272
min_changed_plus_5,2023-01-11,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6080
min_changed_plus_5,2023-01-11,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,113
min_changed_plus_5,2023-01-11,DC69->DC5,入DC5,DC69,DC62,DC69->DC62,23
min_changed_plus_5,2023-01-11,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,196
min_changed_plus_5,2023-01-11,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,62
min_changed_plus_5,2023-01-11,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3627
min_changed_plus_5,2023-01-11,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8080
min_changed_plus_0,2023-01-12,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7589
min_changed_plus_0,2023-01-12,DC14->DC5,入DC5,DC14,DC10,DC14->DC10,15423
min_changed_plus_0,2023-01-12,DC15->DC5,入DC5,DC15,DC62,DC15->DC62,3231
min_changed_plus_0,2023-01-12,DC17->DC5,入DC5,DC17,DC14,DC17->DC14,8032
min_changed_plus_0,2023-01-12,DC19->DC5,入DC5,DC19,DC70,DC19->DC70,5368
min_changed_plus_0,2023-01-12,DC20->DC5,入DC5,DC20,DC8,DC20->DC8,5516
min_changed_plus_0,2023-01-12,DC22->DC5,入DC5,DC22,DC4,DC22->DC4,5381
min_changed_plus_0,2023-01-12,DC23->DC5,入DC5,DC23,DC62,DC23->DC62,7894
min_changed_plus_0,2023-01-12,DC25->DC5,入DC5,DC25,DC8,DC25->DC8,5346
min_changed_plus_0,2023-01-12,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1435
min_changed_plus_0,2023-01-12,DC27->DC5,入DC5,DC27,DC62,DC27->DC62,2937
min_changed_plus_0,2023-01-12,DC28->DC5,入DC5,DC28,DC10,DC28->DC10,2504
min_changed_plus_0,2023-01-12,DC30->DC5,入DC5,DC30,DC70,DC30->DC70,1596
min_changed_plus_0,2023-01-12,DC31->DC5,入DC5,DC31,DC70,DC31->DC70,193
min_changed_plus_0,2023-01-12,DC34->DC5,入DC5,DC34,DC10,DC34->DC10,16
min_changed_plus_0,2023-01-12,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7605
min_changed_plus_0,2023-01-12,DC38->DC5,入DC5,DC38,DC14,DC38->DC14,2627
min_changed_plus_0,2023-01-12,DC4->DC5,入DC5,DC4,DC70,DC4->DC70,14
min_changed_plus_0,2023-01-12,DC40->DC5,入DC5,DC40,DC14,DC40->DC14,8
min_changed_plus_0,2023-01-12,DC42->DC5,入DC5,DC42,DC70,DC42->DC70,401
min_changed_plus_0,2023-01-12,DC43->DC5,入DC5,DC43,DC4,DC43->DC4,765
min_changed_plus_0,2023-01-12,DC44->DC5,入DC5,DC44,DC9,DC44->DC9,3035
min_changed_plus_0,2023-01-12,DC46->DC5,入DC5,DC46,DC4,DC46->DC4,1285
min_changed_plus_0,2023-01-12,DC47->DC5,入DC5,DC47,DC8,DC47->DC8,1807
min_changed_plus_0,2023-01-12,DC48->DC5,入DC5,DC48,DC62,DC48->DC62,1370
min_changed_plus_0,2023-01-12,DC5->DC10,出DC5,DC73,DC10,DC73->DC10,167
min_changed_plus_0,2023-01-12,DC5->DC14,出DC5,DC38,DC14,DC38->DC14,82
min_changed_plus_0,2023-01-12,DC5->DC14,出DC5,DC71,DC14,DC71->DC14,22
min_changed_plus_0,2023-01-12,DC5->DC4,出DC5,DC10,DC4,DC10->DC4,1062
min_changed_plus_0,2023-01-12,DC5->DC4,出DC5,DC55,DC4,DC55->DC4,617
min_changed_plus_0,2023-01-12,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,101
min_changed_plus_0,2023-01-12,DC5->DC62,出DC5,DC7,DC62,DC7->DC62,59
min_changed_plus_0,2023-01-12,DC5->DC70,出DC5,DC4,DC70,DC4->DC70,2
min_changed_plus_0,2023-01-12,DC5->DC8,出DC5,DC69,DC8,DC69->DC8,8
min_changed_plus_0,2023-01-12,DC50->DC5,入DC5,DC50,DC4,DC50->DC4,836
min_changed_plus_0,2023-01-12,DC51->DC5,入DC5,DC51,DC4,DC51->DC4,3328
min_changed_plus_0,2023-01-12,DC52->DC5,入DC5,DC52,DC14,DC52->DC14,50
min_changed_plus_0,2023-01-12,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,393
min_changed_plus_0,2023-01-12,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,44
min_changed_plus_0,2023-01-12,DC59->DC5,入DC5,DC59,DC14,DC59->DC14,405
min_changed_plus_0,2023-01-12,DC60->DC5,入DC5,DC60,DC8,DC60->DC8,1244
min_changed_plus_0,2023-01-12,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6044
min_changed_plus_0,2023-01-12,DC68->DC5,入DC5,DC68,DC70,DC68->DC70,110
min_changed_plus_0,2023-01-12,DC69->DC5,入DC5,DC69,DC8,DC69->DC8,26
min_changed_plus_0,2023-01-12,DC7->DC5,入DC5,DC7,DC62,DC7->DC62,186
min_changed_plus_0,2023-01-12,DC71->DC5,入DC5,DC71,DC14,DC71->DC14,58
min_changed_plus_0,2023-01-12,DC73->DC5,入DC5,DC73,DC10,DC73->DC10,3498
min_changed_plus_0,2023-01-12,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,7943
min_changed_plus_2,2023-01-12,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7589
min_changed_plus_2,2023-01-12,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15423
min_changed_plus_2,2023-01-12,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3231
min_changed_plus_2,2023-01-12,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8032
min_changed_plus_2,2023-01-12,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5368
min_changed_plus_2,2023-01-12,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5516
min_changed_plus_2,2023-01-12,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5381
min_changed_plus_2,2023-01-12,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7894
min_changed_plus_2,2023-01-12,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5346
min_changed_plus_2,2023-01-12,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1435
min_changed_plus_2,2023-01-12,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2937
min_changed_plus_2,2023-01-12,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2504
min_changed_plus_2,2023-01-12,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1596
min_changed_plus_2,2023-01-12,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,193
min_changed_plus_2,2023-01-12,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,16
min_changed_plus_2,2023-01-12,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7605
min_changed_plus_2,2023-01-12,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2627
min_changed_plus_2,2023-01-12,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,14
min_changed_plus_2,2023-01-12,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_2,2023-01-12,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,401
min_changed_plus_2,2023-01-12,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,765
min_changed_plus_2,2023-01-12,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3035
min_changed_plus_2,2023-01-12,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1285
min_changed_plus_2,2023-01-12,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1807
min_changed_plus_2,2023-01-12,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1370
min_changed_plus_2,2023-01-12,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,167
min_changed_plus_2,2023-01-12,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,104
min_changed_plus_2,2023-01-12,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1679
min_changed_plus_2,2023-01-12,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,160
min_changed_plus_2,2023-01-12,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,2
min_changed_plus_2,2023-01-12,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_2,2023-01-12,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,836
min_changed_plus_2,2023-01-12,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3328
min_changed_plus_2,2023-01-12,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,50
min_changed_plus_2,2023-01-12,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,393
min_changed_plus_2,2023-01-12,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,44
min_changed_plus_2,2023-01-12,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,405
min_changed_plus_2,2023-01-12,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1244
min_changed_plus_2,2023-01-12,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6044
min_changed_plus_2,2023-01-12,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,110
min_changed_plus_2,2023-01-12,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,26
min_changed_plus_2,2023-01-12,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,186
min_changed_plus_2,2023-01-12,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,58
min_changed_plus_2,2023-01-12,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3498
min_changed_plus_2,2023-01-12,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1147
min_changed_plus_2,2023-01-12,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6796
min_changed_plus_5,2023-01-12,DC10->DC5,入DC5,DC10,DC4,DC10->DC4,7589
min_changed_plus_5,2023-01-12,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15423
min_changed_plus_5,2023-01-12,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3231
min_changed_plus_5,2023-01-12,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8032
min_changed_plus_5,2023-01-12,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5368
min_changed_plus_5,2023-01-12,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5516
min_changed_plus_5,2023-01-12,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5381
min_changed_plus_5,2023-01-12,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7894
min_changed_plus_5,2023-01-12,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5346
min_changed_plus_5,2023-01-12,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1435
min_changed_plus_5,2023-01-12,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2937
min_changed_plus_5,2023-01-12,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2504
min_changed_plus_5,2023-01-12,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1596
min_changed_plus_5,2023-01-12,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,193
min_changed_plus_5,2023-01-12,DC34->DC5,入DC5,DC34,DC14,DC34->DC14,16
min_changed_plus_5,2023-01-12,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7605
min_changed_plus_5,2023-01-12,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2627
min_changed_plus_5,2023-01-12,DC4->DC5,入DC5,DC4,DC62,DC4->DC62,14
min_changed_plus_5,2023-01-12,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,8
min_changed_plus_5,2023-01-12,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,401
min_changed_plus_5,2023-01-12,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,765
min_changed_plus_5,2023-01-12,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3035
min_changed_plus_5,2023-01-12,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1285
min_changed_plus_5,2023-01-12,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1807
min_changed_plus_5,2023-01-12,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1370
min_changed_plus_5,2023-01-12,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,167
min_changed_plus_5,2023-01-12,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,104
min_changed_plus_5,2023-01-12,DC5->DC4,出DC5,DC22,DC4,DC22->DC4,1679
min_changed_plus_5,2023-01-12,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,160
min_changed_plus_5,2023-01-12,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,2
min_changed_plus_5,2023-01-12,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_5,2023-01-12,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,836
min_changed_plus_5,2023-01-12,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3328
min_changed_plus_5,2023-01-12,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,50
min_changed_plus_5,2023-01-12,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,393
min_changed_plus_5,2023-01-12,DC55->DC5,入DC5,DC55,DC14,DC55->DC14,44
min_changed_plus_5,2023-01-12,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,405
min_changed_plus_5,2023-01-12,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1244
min_changed_plus_5,2023-01-12,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,6044
min_changed_plus_5,2023-01-12,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,110
min_changed_plus_5,2023-01-12,DC69->DC5,入DC5,DC69,DC14,DC69->DC14,26
min_changed_plus_5,2023-01-12,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,186
min_changed_plus_5,2023-01-12,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,58
min_changed_plus_5,2023-01-12,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3498
min_changed_plus_5,2023-01-12,DC8->DC5,入DC5,DC8,DC14,DC8->DC14,1147
min_changed_plus_5,2023-01-12,DC8->DC5,入DC5,DC8,DC3,DC8->DC3,6796
min_changed_plus_0,2023-01-13,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7542
min_changed_plus_0,2023-01-13,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15568
min_changed_plus_0,2023-01-13,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3246
min_changed_plus_0,2023-01-13,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8169
min_changed_plus_0,2023-01-13,DC19->DC5,入DC5,DC19,DC70,DC19->DC70,5315
min_changed_plus_0,2023-01-13,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5556
min_changed_plus_0,2023-01-13,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5397
min_changed_plus_0,2023-01-13,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7917
min_changed_plus_0,2023-01-13,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5426
min_changed_plus_0,2023-01-13,DC26->DC5,入DC5,DC26,DC4,DC26->DC4,1437
min_changed_plus_0,2023-01-13,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2975
min_changed_plus_0,2023-01-13,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2493
min_changed_plus_0,2023-01-13,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1696
min_changed_plus_0,2023-01-13,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,188
min_changed_plus_0,2023-01-13,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,16
min_changed_plus_0,2023-01-13,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7617
min_changed_plus_0,2023-01-13,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2660
min_changed_plus_0,2023-01-13,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,17
min_changed_plus_0,2023-01-13,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,9
min_changed_plus_0,2023-01-13,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,407
min_changed_plus_0,2023-01-13,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,825
min_changed_plus_0,2023-01-13,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3051
min_changed_plus_0,2023-01-13,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1316
min_changed_plus_0,2023-01-13,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1828
min_changed_plus_0,2023-01-13,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1343
min_changed_plus_0,2023-01-13,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,163
min_changed_plus_0,2023-01-13,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,104
min_changed_plus_0,2023-01-13,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1391
min_changed_plus_0,2023-01-13,DC5->DC62,出DC5,DC69,DC62,DC69->DC62,162
min_changed_plus_0,2023-01-13,DC5->DC70,出DC5,DC19,DC70,DC19->DC70,2
min_changed_plus_0,2023-01-13,DC5->DC8,出DC5,DC62,DC8,DC62->DC8,8
min_changed_plus_0,2023-01-13,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,828
min_changed_plus_0,2023-01-13,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3340
min_changed_plus_0,2023-01-13,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,53
min_changed_plus_0,2023-01-13,DC53->DC5,入DC5,DC53,DC62,DC53->DC62,393
min_changed_plus_0,2023-01-13,DC55->DC5,入DC5,DC55,DC62,DC55->DC62,44
min_changed_plus_0,2023-01-13,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,393
min_changed_plus_0,2023-01-13,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1250
min_changed_plus_0,2023-01-13,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,5806
min_changed_plus_0,2023-01-13,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,109
min_changed_plus_0,2023-01-13,DC69->DC5,入DC5,DC69,DC62,DC69->DC62,24
min_changed_plus_0,2023-01-13,DC7->DC5,入DC5,DC7,DC4,DC7->DC4,180
min_changed_plus_0,2023-01-13,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,62
min_changed_plus_0,2023-01-13,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3642
min_changed_plus_0,2023-01-13,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8064
min_changed_plus_2,2023-01-13,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7542
min_changed_plus_2,2023-01-13,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15568
min_changed_plus_2,2023-01-13,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3246
min_changed_plus_2,2023-01-13,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8169
min_changed_plus_2,2023-01-13,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5315
min_changed_plus_2,2023-01-13,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5556
min_changed_plus_2,2023-01-13,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5397
min_changed_plus_2,2023-01-13,DC23->DC5,入DC5,DC23,DC10,DC23->DC10,7917
min_changed_plus_2,2023-01-13,DC25->DC5,入DC5,DC25,DC64,DC25->DC64,5426
min_changed_plus_2,2023-01-13,DC26->DC5,入DC5,DC26,DC62,DC26->DC62,1437
min_changed_plus_2,2023-01-13,DC27->DC5,入DC5,DC27,DC8,DC27->DC8,2975
min_changed_plus_2,2023-01-13,DC28->DC5,入DC5,DC28,DC64,DC28->DC64,2493
min_changed_plus_2,2023-01-13,DC30->DC5,入DC5,DC30,DC3,DC30->DC3,1696
min_changed_plus_2,2023-01-13,DC31->DC5,入DC5,DC31,DC4,DC31->DC4,188
min_changed_plus_2,2023-01-13,DC34->DC5,入DC5,DC34,DC4,DC34->DC4,16
min_changed_plus_2,2023-01-13,DC36->DC5,入DC5,DC36,DC14,DC36->DC14,7617
min_changed_plus_2,2023-01-13,DC38->DC5,入DC5,DC38,DC62,DC38->DC62,2660
min_changed_plus_2,2023-01-13,DC4->DC5,入DC5,DC4,DC10,DC4->DC10,17
min_changed_plus_2,2023-01-13,DC40->DC5,入DC5,DC40,DC9,DC40->DC9,9
min_changed_plus_2,2023-01-13,DC42->DC5,入DC5,DC42,DC9,DC42->DC9,407
min_changed_plus_2,2023-01-13,DC43->DC5,入DC5,DC43,DC14,DC43->DC14,825
min_changed_plus_2,2023-01-13,DC44->DC5,入DC5,DC44,DC3,DC44->DC3,3051
min_changed_plus_2,2023-01-13,DC46->DC5,入DC5,DC46,DC35,DC46->DC35,1316
min_changed_plus_2,2023-01-13,DC47->DC5,入DC5,DC47,DC62,DC47->DC62,1828
min_changed_plus_2,2023-01-13,DC48->DC5,入DC5,DC48,DC8,DC48->DC8,1343
min_changed_plus_2,2023-01-13,DC5->DC10,出DC5,DC20,DC10,DC20->DC10,163
min_changed_plus_2,2023-01-13,DC5->DC14,出DC5,DC43,DC14,DC43->DC14,104
min_changed_plus_2,2023-01-13,DC5->DC4,出DC5,DC17,DC4,DC17->DC4,1391
min_changed_plus_2,2023-01-13,DC5->DC62,出DC5,DC26,DC62,DC26->DC62,162
min_changed_plus_2,2023-01-13,DC5->DC70,出DC5,DC35,DC70,DC35->DC70,2
min_changed_plus_2,2023-01-13,DC5->DC8,出DC5,DC68,DC8,DC68->DC8,8
min_changed_plus_2,2023-01-13,DC50->DC5,入DC5,DC50,DC14,DC50->DC14,828
min_changed_plus_2,2023-01-13,DC51->DC5,入DC5,DC51,DC9,DC51->DC9,3340
min_changed_plus_2,2023-01-13,DC52->DC5,入DC5,DC52,DC35,DC52->DC35,53
min_changed_plus_2,2023-01-13,DC53->DC5,入DC5,DC53,DC8,DC53->DC8,393
min_changed_plus_2,2023-01-13,DC55->DC5,入DC5,DC55,DC4,DC55->DC4,44
min_changed_plus_2,2023-01-13,DC59->DC5,入DC5,DC59,DC64,DC59->DC64,393
min_changed_plus_2,2023-01-13,DC60->DC5,入DC5,DC60,DC14,DC60->DC14,1250
min_changed_plus_2,2023-01-13,DC62->DC5,入DC5,DC62,DC8,DC62->DC8,5806
min_changed_plus_2,2023-01-13,DC68->DC5,入DC5,DC68,DC8,DC68->DC8,109
min_changed_plus_2,2023-01-13,DC69->DC5,入DC5,DC69,DC62,DC69->DC62,24
min_changed_plus_2,2023-01-13,DC7->DC5,入DC5,DC7,DC3,DC7->DC3,180
min_changed_plus_2,2023-01-13,DC71->DC5,入DC5,DC71,DC35,DC71->DC35,62
min_changed_plus_2,2023-01-13,DC73->DC5,入DC5,DC73,DC62,DC73->DC62,3642
min_changed_plus_2,2023-01-13,DC8->DC5,入DC5,DC8,DC10,DC8->DC10,8064
min_changed_plus_5,2023-01-13,DC10->DC5,入DC5,DC10,DC3,DC10->DC3,7542
min_changed_plus_5,2023-01-13,DC14->DC5,入DC5,DC14,DC9,DC14->DC9,15568
min_changed_plus_5,2023-01-13,DC15->DC5,入DC5,DC15,DC14,DC15->DC14,3246
min_changed_plus_5,2023-01-13,DC17->DC5,入DC5,DC17,DC4,DC17->DC4,8169
min_changed_plus_5,2023-01-13,DC19->DC5,入DC5,DC19,DC4,DC19->DC4,5315
min_changed_plus_5,2023-01-13,DC20->DC5,入DC5,DC20,DC10,DC20->DC10,5556
min_changed_plus_5,2023-01-13,DC22->DC5,入DC5,DC22,DC65,DC22->DC65,5397
